   0,      16777216,             1,   1.67772e+07,4.940656e-324,            0
   1,             0,             0,  5.704253e+08,1.169659e-312,2.333714e-310
   2,             0,             0,  9.412018e+09,6.953246e-310,1.728859e-316
   3,     263505638,   0.002624693,  1.003949e+11,         -nan,1.728859e-316
   4,    1406167595,   0.001807274,  7.780602e+11,6.831544e-319,2.101985e-317
   5,    7472309484,   0.001600628,  4.668361e+12,            0,6.953246e-310
   6,   35587087306,    0.00157718,  2.256374e+13, 7.90505e-323,1.728859e-316
   7,  138787532056,   0.001537727,  9.025498e+13,2.025669e-322,2.333714e-310
   8,  452099378480,   0.001484188,  3.046106e+14,6.953246e-310,1.729078e-316
   9, 1255726447738,   0.001426984,  8.799861e+14,         -nan,2.333714e-310
  10, 3013397367593,   0.001369748,  2.199965e+15,7.220831e-315,            0
  11, 6303582297752,   0.001313267,  4.799924e+15,            0,            0
  12,11565621009532,   0.001257153,  9.199854e+15,1.736238e-316,1.733806e-316
  13,18699356232220,   0.001201065,  1.556898e+16,1.736242e-316,            0
  14,26738287912345,   0.001144938,  2.335348e+16,            0,1.733806e-316
  15,33903077416700,   0.001088802,  3.113797e+16,1.736243e-316,2.333714e-310
  16,38184295406365,   0.001032668,  3.697634e+16,6.953246e-310,4.935716e-321
  17,38232926778692,  0.0009765401,  3.915142e+16,         -nan,6.953246e-310
  18,34033734279170,  0.0009204193,  3.697634e+16,            0, 1.72164e-316
  19,26912663725659,  0.0008643038,  3.113797e+16,            0,2.333714e-310
  20,18874072260841,  0.0008081911,  2.335348e+16, 1.58101e-322,4.935716e-321
  21,11709061301429,  0.0007520761,  1.556898e+16,2.075076e-322,1.169647e-312
  22, 6402749893747,  0.0006959621,  9.199854e+15,6.953246e-310,6.953246e-310
  23, 3071305978331,  0.0006398656,  4.799924e+15,         -nan,1.736081e-316
  24, 1284360975616,  0.0005838097,  2.199965e+15,7.220831e-315,6.953246e-310
  25,  464356075215,  0.0005276857,  8.799861e+14,7.559451e-319,2.254361e-314
  26,  143548264648,  0.0004712518,  3.046106e+14,            0,            0
  27,   37468317333,  0.0004151385,  9.025498e+13,2.333714e-310,2.082971e-317
  28,    8127078423,   0.000360183,  2.256374e+13,1.592542e-314,1.919525e-316
  29,    1412940766,  0.0003026631,  4.668361e+12, 1.16966e-312,2.333711e-310
  30,     192654658,  0.0002476089,  7.780602e+11,            0,4.045029e-313
  31,      18995960,  0.0001892125,  1.003949e+11,2.333714e-310, 1.72164e-316
  32,        342129,  3.635023e-05,  9.412018e+09,            0,2.101985e-317
  33,             0,             0,  5.704253e+08,7.220831e-315,6.953246e-310
  34,             0,             0,  1.677722e+07,            0,1.733804e-316


0,"Kernel Runtime",653.9809,s
1,"Total Runtime",661.6726,s

"Total",2.81475e+14
"MaxAbsErr",6.953246e-310
"MaxRelErr",6.953246e-310

