   0,           256,             1,           256
   1,             0,             0,          2816
   2,          1784,      0.126705,         14080
   3,          5844,      0.138352,         42240
   4,         10700,      0.126657,         84480
   5,         14614,      0.123563,        118272
   6,         14788,      0.125034,        118272
   7,         10232,      0.121117,         84480
   8,          5048,      0.119508,         42240
   9,          1980,      0.140625,         14080
  10,           290,      0.102983,          2816
  11,             0,             0,           256


0,"Kernel Runtime",0.000232992,s,65536
1,"Total Runtime",0.00827444,s,65536
