   0,           512,             1,           512
   1,             0,             0,          8192
   2,           948,     0.0154297,         61440
   3,           868,    0.00302734,        286720
   4,          7836,    0.00840917,        931840
   5,         17308,    0.00773917,   2.23642e+06
   6,         32068,    0.00782128,    4.1001e+06
   7,         47314,    0.00807781,   5.85728e+06
   8,         50158,    0.00761188,   6.58944e+06
   9,         46506,    0.00793986,   5.85728e+06
  10,         31234,    0.00761787,    4.1001e+06
  11,         16902,    0.00755763,   2.23642e+06
  12,          8064,    0.00865385,        931840
  13,          1724,    0.00601283,        286720
  14,           702,     0.0114258,         61440
  15,             0,             0,          8192
  16,             0,             0,           512


0,"Kernel Runtime",0.0044313,s,262144
1,"Total Runtime",0.00679016,s,262144
