   0,           512,             1,           512
   1,             0,             0,          7680
   2,             0,             0,         53760
   3,          5232,     0.0224588,        232960
   4,         15296,     0.0218864,        698880
   5,         28684,     0.0186558,   1.53754e+06
   6,         43920,     0.0171391,   2.56256e+06
   7,         53148,     0.0161313,   3.29472e+06
   8,         49316,     0.0149682,   3.29472e+06
   9,         35388,     0.0138096,   2.56256e+06
  10,         19484,     0.0126722,   1.53754e+06
  11,          8076,     0.0115556,        698880
  12,          2552,     0.0109547,        232960
  13,           536,    0.00997024,         53760
  14,             0,             0,          7680
  15,             0,             0,           512


0,"Kernel Runtime",0.00433123,s,262144
1,"Total Runtime",0.00980013,s,262144
