   0,          1024,             1,          1024
   1,             0,             0,         14336
   2,          4586,     0.0492145,         93184
   3,         27672,     0.0742402,        372736
   4,         69528,     0.0678306,   1.02502e+06
   5,        130824,     0.0638151,   2.05005e+06
   6,        193728,     0.0629995,   3.07507e+06
   7,        218542,     0.0621853,   3.51437e+06
   8,        189020,     0.0614685,   3.07507e+06
   9,        124184,     0.0605761,   2.05005e+06
  10,         60412,     0.0589372,   1.02502e+06
  11,         22286,     0.0597903,        372736
  12,          6062,     0.0650541,         93184
  13,           708,     0.0493862,         14336
  14,             0,             0,          1024


0,"Kernel Runtime",0.00876531,s,1.04858e+06
1,"Total Runtime",0.0104308,s,1.04858e+06
