   0,          1024,             1,          1024
   1,             0,             0,         16384
   2,             0,             0,        122880
   3,          9922,     0.0173026,        573440
   4,         32500,     0.0174386,   1.86368e+06
   5,         72642,     0.0162407,   4.47283e+06
   6,        131400,      0.016024,   8.20019e+06
   7,        185352,     0.0158224,   1.17146e+07
   8,        204708,      0.015533,   1.31789e+07
   9,        179828,     0.0153508,   1.17146e+07
  10,        124300,     0.0151582,   8.20019e+06
  11,         67102,     0.0150021,   4.47283e+06
  12,         28784,     0.0154447,   1.86368e+06
  13,          9370,       0.01634,        573440
  14,          1644,     0.0133789,        122880
  15,             0,             0,         16384
  16,             0,             0,          1024


0,"Kernel Runtime",0.00926643,s,1.04858e+06
1,"Total Runtime",0.0170918,s,1.04858e+06
