   0,         32768,             1,         32768
   1,             0,             0,        720896
   2,        205402,     0.0271358,   7.56941e+06
   3,        236490,    0.00468643,   5.04627e+07
   4,       2453642,     0.0102364,   2.39698e+08
   5,       7221560,    0.00836882,   8.62913e+08
   6,      22288562,    0.00911628,   2.44492e+09
   7,      47156436,    0.00843829,   5.58839e+09
   8,      88889122,    0.00848322,   1.04782e+10
   9,     131307250,    0.00805593,   1.62995e+10
  10,     169958590,    0.00802096,   2.11893e+10
  11,     177834502,    0.00769327,   2.31156e+10
  12,     162737884,    0.00768019,   2.11893e+10
  13,     120470036,    0.00739105,   1.62995e+10
  14,      77832704,    0.00742804,   1.04782e+10
  15,      39465322,    0.00706203,   5.58839e+09
  16,      17844608,    0.00729865,   2.44492e+09
  17,       5558302,    0.00644133,   8.62913e+08
  18,       1885722,    0.00786708,   2.39698e+08
  19,        225156,    0.00446183,   5.04627e+07
  20,        137766,     0.0182004,   7.56941e+06
  21,             0,             0,        720896
  22,             0,             0,         32768


0,"Kernel Runtime",0.210266,s,1.07374e+09
1,"Total Runtime",0.211153,s,1.07374e+09
