   0,           512,             1,           512
   1,             0,             0,          8192
   2,             0,             0,         61440
   3,          2534,    0.00883789,        286720
   4,          7074,    0.00759143,        931840
   5,         16648,    0.00744405,   2.23642e+06
   6,         32342,    0.00788811,    4.1001e+06
   7,         46510,    0.00794055,   5.85728e+06
   8,         51462,    0.00780977,   6.58944e+06
   9,         45294,    0.00773294,   5.85728e+06
  10,         32012,    0.00780762,    4.1001e+06
  11,         17738,    0.00793144,   2.23642e+06
  12,          7368,    0.00790694,        931840
  13,          2148,    0.00749163,        286720
  14,           502,    0.00817057,         61440
  15,             0,             0,          8192
  16,             0,             0,           512


0,"Kernel Runtime",0.00433837,s,262144
1,"Total Runtime",0.0051667,s,262144
