   0,           256,             1,           256
   1,             0,             0,          3840
   2,          1778,     0.0661458,         26880
   3,           508,    0.00436126,        116480
   4,          6080,     0.0173993,        349440
   5,          2804,    0.00364739,        768768
   6,         12186,     0.0095108,   1.28128e+06
   7,          6738,    0.00409018,   1.64736e+06
   8,         14480,    0.00878982,   1.64736e+06
   9,          5858,    0.00457199,   1.28128e+06
  10,          8862,     0.0115275,        768768
  11,          2364,    0.00676511,        349440
  12,          2856,     0.0245192,        116480
  13,           384,     0.0142857,         26880
  14,           382,     0.0994792,          3840
  15,             0,             0,           256


0,"Kernel Runtime",0.000236448,s,65536
1,"Total Runtime",0.00154999,s,65536
