   0,          2048,             1,          2048
   1,             0,             0,         30720
   2,         11118,      0.051702,        215040
   3,         69180,     0.0742402,        931840
   4,        190340,     0.0680875,   2.79552e+06
   5,        396396,     0.0644531,   6.15014e+06
   6,        651944,     0.0636028,   1.02502e+07
   7,        827054,      0.062756,   1.31789e+07
   8,        814504,     0.0618037,   1.31789e+07
   9,        624140,     0.0608903,   1.02502e+07
  10,        369220,     0.0600344,   6.15014e+06
  11,        167542,     0.0599323,   2.79552e+06
  12,         56408,      0.060534,        931840
  13,         12678,     0.0589565,        215040
  14,          1732,     0.0563802,         30720
  15,             0,             0,          2048


0,"Kernel Runtime",0.0173906,s,4.1943e+06
1,"Total Runtime",0.0251185,s,4.1943e+06
