   0,          8192,             1,          8192
   1,             0,             0,        163840
   2,             0,             0,   1.55648e+06
   3,         61722,    0.00660914,   9.33888e+06
   4,        364230,    0.00917682,   3.96902e+07
   5,       1137120,    0.00895308,   1.27009e+08
   6,       2644850,    0.00832966,   3.17522e+08
   7,       5153178,    0.00811468,   6.35044e+08
   8,       8290724,    0.00803407,   1.03195e+09
   9,      10884876,    0.00791093,   1.37593e+09
  10,      11778044,    0.00778188,   1.51352e+09
  11,      10547260,    0.00766556,   1.37593e+09
  12,       7813648,    0.00757176,   1.03195e+09
  13,       4757804,    0.00749209,   6.35044e+08
  14,       2356704,    0.00742218,   3.17522e+08
  15,        942710,     0.0074224,   1.27009e+08
  16,        292410,     0.0073673,   3.96902e+07
  17,         61352,    0.00656952,   9.33888e+06
  18,         11038,    0.00709164,   1.55648e+06
  19,          3002,     0.0183228,        163840
  20,             0,             0,          8192


0,"Kernel Runtime",0.0762709,s,6.71089e+07
1,"Total Runtime",0.0865549,s,6.71089e+07
