   0,           256,             1,           256
   1,             0,             0,          3840
   2,           288,     0.0107143,         26880
   3,           676,    0.00580357,        116480
   4,          2592,    0.00741758,        349440
   5,          6838,    0.00889475,        768768
   6,         11318,    0.00883335,   1.28128e+06
   7,         12714,     0.0077178,   1.64736e+06
   8,         12782,    0.00775908,   1.64736e+06
   9,          9106,    0.00710696,   1.28128e+06
  10,          5350,    0.00695919,        768768
  11,          2490,    0.00712569,        349440
  12,           982,    0.00843063,        116480
  13,           144,    0.00535714,         26880
  14,             0,             0,          3840
  15,             0,             0,           256


0,"Kernel Runtime",0.00024752,s,65536
1,"Total Runtime",0.0062403,s,65536
