36113|0x3f1|1|358375
36113|0x3f1|2|860784
36113|0x403f1|3|1985766
36113|0x403f1|4|3728662
36113|0x1403f1|5|19772077
36113|0x1403f1|6|65035721
36113|0x1403f1|7|35741015
36113|0x9403f1|8|103421208
36113|0x9403f1|9|205934704
36113|0x9403f1|10|411763505
36113|0x9403f1|11|824883842
36113|0x9403f1|12|1605174618
36113|0x109403f1|13|2778996260
36113|0x309403f1|14|5404478069
36113|0x709403f1|15|11009999405
36113|0x709403f1|16|22023924273
36113|0x1709403f1|17|44257431426
36113|0x3709403f1|18|89580315415
36113|0x7709403f1|19|179121464556
36113|0x7709403f1|20|357285003627
36113|0x7709403f1|21|712663254193
36113|0x7709403f1|22|1426231697860
36113|0x7709403f1|23|2850343530558
36113|0x87709403f1|24|5698701486856
36241|0x1d371|1|588396
36241|0x3d371|2|1414214
36241|0x3d371|3|3155752
36241|0x3d371|4|6336305
36241|0x3d371|5|12698728
36241|0x23d371|6|25569261
36241|0x63d371|7|51319436
36241|0x63d371|8|102756781
36241|0x63d371|9|205508786
36241|0x63d371|10|411404874
36241|0x463d371|11|713399224
36241|0xc63d371|12|1347011512
36241|0xc63d371|13|2733463654
36241|0xc63d371|14|6454080244
36241|0xc63d371|15|10783116696
36241|0xc63d371|16|21872287221
36241|0xc63d371|17|44928354118
36241|0x20c63d371|18|90026183175
36241|0x60c63d371|19|178423703509
36241|0x60c63d371|20|356364318768
36241|0x60c63d371|21|715713714474
36241|0x60c63d371|22|1428240187139
36241|0x460c63d371|23|2852775566274
36241|0xc60c63d371|24|5711182874251
36455|0xad57|1|588671
36455|0xad57|2|1417712
36455|0x4ad57|3|3162162
36455|0xcad57|4|6378195
36455|0xcad57|5|12706268
36455|0xcad57|6|25597340
36455|0x4cad57|7|52070376
36455|0x4cad57|8|84560097
36455|0x14cad57|9|205641056
36455|0x34cad57|10|390406599
36455|0x74cad57|11|822907622
36455|0xf4cad57|12|1440164017
36455|0x1f4cad57|13|2804292470
36455|0x3f4cad57|14|6089276982
36455|0x3f4cad57|15|10858158176
36455|0x3f4cad57|16|23596366562
36455|0x3f4cad57|17|43235999085
36455|0x23f4cad57|18|91456651535
36455|0x63f4cad57|19|178562853222
36455|0x63f4cad57|20|355927559056
36455|0x63f4cad57|21|712947786268
36455|0x263f4cad57|22|1423480370599
36455|0x263f4cad57|23|2847294288908
36455|0xa63f4cad57|24|5693777977335
36597|0x12d5d|1|589417
36597|0x32d5d|2|1460589
36597|0x72d5d|3|3140059
36597|0xf2d5d|4|6368522
36597|0x1f2d5d|5|12734779
36597|0x1f2d5d|6|25683592
36597|0x1f2d5d|7|51383176
36597|0x1f2d5d|8|102897744
36597|0x11f2d5d|9|205749395
36597|0x31f2d5d|10|411524673
36597|0x31f2d5d|11|823265234
36597|0xb1f2d5d|12|1647102168
36597|0x1b1f2d5d|13|2737351331
36597|0x1b1f2d5d|14|5411456914
36597|0x5b1f2d5d|15|10794210701
36597|0xdb1f2d5d|16|21731683855
36597|0x1db1f2d5d|17|44308708523
36597|0x3db1f2d5d|18|89089599992
36597|0x7db1f2d5d|19|177895922402
36597|0x7db1f2d5d|20|355956217618
36597|0x17db1f2d5d|21|711597223362
36597|0x37db1f2d5d|22|1422822605272
36597|0x37db1f2d5d|23|2849960929757
36597|0x37db1f2d5d|24|5697302521129
36795|0x1dd73|1|589850
36795|0x1dd73|2|1445144
36795|0x1dd73|3|3181189
36795|0x1dd73|4|5246856
36795|0x11dd73|5|13911178
36795|0x11dd73|6|25555785
36795|0x51dd73|7|51347277
36795|0xd1dd73|8|102751659
36795|0xd1dd73|9|191185202
36795|0xd1dd73|10|373983385
36795|0x4d1dd73|11|823344652
36795|0x4d1dd73|12|1593785330
36795|0x4d1dd73|13|2770407556
36795|0x4d1dd73|14|5457214254
36795|0x44d1dd73|15|11265062549
36795|0xc4d1dd73|16|21699983035
36795|0x1c4d1dd73|17|44058392025
36795|0x1c4d1dd73|18|88549680712
36795|0x5c4d1dd73|19|177810694360
36795|0xdc4d1dd73|20|356084420374
36795|0xdc4d1dd73|21|711618284012
36795|0xdc4d1dd73|22|1422585711117
36795|0xdc4d1dd73|23|2848065703639
36795|0xdc4d1dd73|24|5690598603869
37195|0x17063|1|590730
37195|0x17063|2|1428497
37195|0x57063|3|3189140
37195|0x57063|4|6460842
37195|0x57063|5|12886882
37195|0x57063|6|25724508
37195|0x457063|7|48311091
37195|0x457063|8|102862779
37195|0x1457063|9|206049121
37195|0x1457063|10|347403640
37195|0x5457063|11|685533664
37195|0x5457063|12|1452265426
37195|0x5457063|13|2823296105
37195|0x25457063|14|5474642779
37195|0x65457063|15|11014578465
37195|0x65457063|16|21580932581
37195|0x65457063|17|43315994682
37195|0x265457063|18|89185223906
37195|0x265457063|19|177779065823
37195|0x265457063|20|355543198685
37195|0x1265457063|21|711305377371
37195|0x1265457063|22|1422728059474
37195|0x5265457063|23|2846354715753
37195|0xd265457063|24|5689089710453
37351|0x1f1d7|1|590665
37351|0x1f1d7|2|1429195
37351|0x5f1d7|3|3188245
37351|0xdf1d7|4|6413599
37351|0x1df1d7|5|12849422
37351|0x1df1d7|6|25735221
37351|0x1df1d7|7|51449927
37351|0x1df1d7|8|102937807
37351|0x11df1d7|9|206164498
37351|0x11df1d7|10|405433715
37351|0x11df1d7|11|824247460
37351|0x91df1d7|12|1649009714
37351|0x191df1d7|13|2887019618
37351|0x391df1d7|14|5875343252
37351|0x391df1d7|15|11106862037
37351|0xb91df1d7|16|22082089400
37351|0x1b91df1d7|17|43969075102
37351|0x1b91df1d7|18|88226035576
37351|0x1b91df1d7|19|177642760425
37351|0x9b91df1d7|20|355760455235
37351|0x9b91df1d7|21|711193210692
37351|0x29b91df1d7|22|1421838309381
37351|0x29b91df1d7|23|2849567852122
37351|0xa9b91df1d7|24|5687283309454
37545|0x3199|1|590711
37545|0x23199|2|1431347
37545|0x63199|3|3033027
37545|0x63199|4|6248570
37545|0x63199|5|12733723
37545|0x263199|6|25625634
37545|0x263199|7|51448796
37545|0xa63199|8|102979759
37545|0xa63199|9|206005372
37545|0x2a63199|10|412431241
37545|0x2a63199|11|809420988
37545|0xaa63199|12|1402410007
37545|0x1aa63199|13|2856020070
37545|0x3aa63199|14|5410628654
37545|0x3aa63199|15|10852197152
37545|0xbaa63199|16|21589602955
37545|0xbaa63199|17|45221395954
37545|0x2baa63199|18|88511300353
37545|0x2baa63199|19|177919784770
37545|0x2baa63199|20|355841655096
37545|0x2baa63199|21|711144135231
37545|0x2baa63199|22|1421188003366
37545|0x42baa63199|23|2846480872137
37545|0xc2baa63199|24|5685226238181
37707|0xde63|1|591899
37707|0xde63|2|1433459
37707|0x4de63|3|3036907
37707|0x4de63|4|6275983
37707|0x4de63|5|12724703
37707|0x24de63|6|25641817
37707|0x24de63|7|51554312
37707|0xa4de63|8|103022506
37707|0xa4de63|9|206055141
37707|0xa4de63|10|412335119
37707|0x4a4de63|11|824915492
37707|0xca4de63|12|1653318757
37707|0xca4de63|13|2846326430
37707|0x2ca4de63|14|5387506289
37707|0x6ca4de63|15|11242884615
37707|0xeca4de63|16|21632283597
37707|0xeca4de63|17|45898465974
37707|0xeca4de63|18|88534260201
37707|0xeca4de63|19|177149576744
37707|0x8eca4de63|20|355359678451
37707|0x8eca4de63|21|710746385543
37707|0x8eca4de63|22|1421748601019
37707|0x8eca4de63|23|2843657092849
37707|0x88eca4de63|24|5685224798974
38095|0x1f22f|1|593038
38095|0x3f22f|2|1437711
38095|0x7f22f|3|3061280
38095|0x7f22f|4|6300814
38095|0x17f22f|5|12797070
38095|0x37f22f|6|25775952
38095|0x77f22f|7|51550668
38095|0x77f22f|8|103119957
38095|0x177f22f|9|203959896
38095|0x177f22f|10|412512656
38095|0x177f22f|11|723457574
38095|0x977f22f|12|1651206431
38095|0x977f22f|13|2815169586
38095|0x977f22f|14|5487827942
38095|0x977f22f|15|11189494676
38095|0x977f22f|16|21902389941
38095|0x10977f22f|17|45668633823
38095|0x10977f22f|18|89361877452
38095|0x10977f22f|19|178348677097
38095|0x10977f22f|20|354775960037
38095|0x110977f22f|21|711532348164
38095|0x110977f22f|22|1421173658582
38095|0x510977f22f|23|2841560015093
38095|0x510977f22f|24|5682336191661
38285|0x1b545|1|594424
38285|0x3b545|2|1489485
38285|0x7b545|3|3033524
38285|0x7b545|4|6389239
38285|0x7b545|5|12872137
38285|0x7b545|6|25724927
38285|0x47b545|7|51551390
38285|0x47b545|8|103198169
38285|0x47b545|9|211292995
38285|0x47b545|10|413120337
38285|0x447b545|11|825718553
38285|0xc47b545|12|1486723513
38285|0xc47b545|13|3011301035
38285|0xc47b545|14|5565946561
38285|0xc47b545|15|10830995146
38285|0x8c47b545|16|21661829977
38285|0x18c47b545|17|44322989950
38285|0x18c47b545|18|90786194614
38285|0x18c47b545|19|178296438631
38285|0x18c47b545|20|354757770523
38285|0x18c47b545|21|710773164163
38285|0x18c47b545|22|1420820224632
38285|0x18c47b545|23|2845149841884
38285|0x818c47b545|24|5681398773138
38453|0x8c1d|1|615032
38453|0x28c1d|2|1443114
38453|0x28c1d|3|3057361
38453|0x28c1d|4|6308005
38453|0x28c1d|5|12843122
38453|0x228c1d|6|25741406
38453|0x628c1d|7|51648379
38453|0xe28c1d|8|103180227
38453|0x1e28c1d|9|206424729
38453|0x3e28c1d|10|412939783
38453|0x7e28c1d|11|826008130
38453|0x7e28c1d|12|1652523644
