   0,      16777216,             1,   1.67772e+07
   1,             0,             0,   5.03316e+08
   2,             0,             0,   7.29809e+09
   3,    4504476226,       0.06613,   6.81155e+10
   4,   11891092382,     0.0258626,    4.5978e+11
   5,   40838941686,     0.0170813,   2.39085e+12
   6,  163267180578,     0.0163892,   9.96189e+12
   7,  542319501392,     0.0158782,   3.41551e+13
   8, 1553233684424,     0.0158177,   9.81958e+13
   9, 3776923688540,     0.0157349,   2.40034e+14
  10, 7920226566050,     0.0157125,   5.04072e+14
  11,14362372202624,      0.015671,   9.16494e+14
  12,22709658192208,     0.0156498,   1.45112e+15
  13,31408902815118,     0.0156323,   2.00924e+15
  14,38101140905206,     0.0156166,   2.43979e+15
  15,40620010688654,     0.0156084,   2.60244e+15
  16,38058089970436,     0.0155989,   2.43979e+15
  17,31315631143756,     0.0155858,   2.00924e+15
  18,22628141168952,     0.0155936,   1.45112e+15
  19,14285797686218,     0.0155874,   9.16494e+14
  20, 7859074174124,     0.0155912,   5.04072e+14
  21, 3745963727676,      0.015606,   2.40034e+14
  22, 1534477876660,     0.0156267,   9.81958e+13
  23,  539110715222,     0.0157842,   3.41551e+13
  24,  157574329494,     0.0158177,   9.96189e+12
  25,   40222668004,     0.0168236,   2.39085e+12
  26,    9710707516,     0.0211204,    4.5978e+11
  27,    9113878782,        0.1338,   6.81155e+10
  28,    3336878242,      0.457226,   7.29809e+09
  29,    3900290166,       7.74918,   5.03316e+08
  30,             0,             0,   1.67772e+07


0,"Kernel Runtime",5925.13,s
1,"Total Runtime",5925.04,s

"Total",2.81405e+14

