   0,    4294967296,             1,   4.29497e+09,4.940656e-324,            0
   1,             0,             0,  1.632088e+11,1.169659e-312,2.359183e-310
   2,   16621093938,   0.005504836,  3.019362e+12, 6.95272e-310,1.792258e-316
   3,  604017142215,    0.01667066,  3.623234e+13,         -nan,1.792258e-316
   4, 5199632148935,    0.01640092,   3.17033e+14,6.831544e-319,2.102396e-317
   5,34413837776060,    0.01596319,  2.155824e+15,            0, 6.95272e-310
   6,188755787512807,    0.01591931,  1.185703e+16, 7.90505e-323,1.792258e-316
   7,861339463967362,    0.01589082,  5.420359e+16,2.025669e-322,2.359183e-310
   8,3328345389329600,    0.01584633,  2.100389e+17, 6.95272e-310,1.792476e-316
   9,11066579975316650,    0.01580647,  7.001297e+17,         -nan,2.359183e-310
  10,32025417160229860,    0.01577315,  2.030376e+18,7.221572e-315,            0
  11,81369468452204448,    0.01574417,   5.16823e+18,            0,            0
  12,182786161149250784,    0.01571878,  1.162852e+19,1.799636e-316,1.797204e-316
  13,365060502086480192,    0.01569678,  2.325703e+19, 1.79964e-316,            0
  14,651107965642478976,    0.01567786,  4.153042e+19,            0,1.797204e-316
  15,1040696801850175616,    0.01566166,  6.644867e+19,1.799641e-316,2.359183e-310
  16,1494682529520706304,    0.01564786,  9.551996e+19, 6.95272e-310,4.935716e-321
  17,1932847167537006592,    0.01563614,  1.236141e+20,         -nan, 6.95272e-310
  18,2253567159660169472,    0.01562629,  1.442164e+20,            0,1.784982e-316
  19,2370927471329117696,    0.01561806,  1.518068e+20,            0,2.359183e-310
  20,2251399007149495296,    0.01561125,  1.442164e+20, 1.58101e-322,4.935716e-321
  21,1929080211719524608,    0.01560567,  1.236141e+20,2.075076e-322,1.169647e-312
  22,1490219999400123648,    0.01560114,  9.551996e+19, 6.95272e-310, 6.95272e-310
  23,1036432588104857856,    0.01559749,  6.644867e+19,         -nan, 1.79948e-316
  24,647650334802026624,     0.0155946,  4.153042e+19,7.221572e-315, 6.95272e-310
  25,362632580253560384,    0.01559238,  2.325703e+19,4.288376e-318,2.254361e-314
  26,181297031850121984,    0.01559073,  1.162852e+19,            0,            0
  27,80569781389633792,    0.01558943,   5.16823e+18,2.359183e-310,2.083125e-317
  28,31650280867904672,    0.01558838,  2.030376e+18,1.592542e-314, 1.98291e-316
  29,10913449933924834,    0.01558776,  7.001297e+17, 1.16966e-312,2.359179e-310
  30,3274032163623797,    0.01558774,  2.100389e+17,            0,4.045029e-313
  31,844919855534361,     0.0155879,  5.420359e+16,2.359183e-310,1.784982e-316
  32,184808046418355,    0.01558636,  1.185703e+16,            0,2.102396e-317
  33,33586027497416,     0.0155792,  2.155824e+15,7.221572e-315, 6.95272e-310
  34, 4939942105343,    0.01558179,   3.17033e+14,            0,1.797203e-316
  35,  569006716302,    0.01570439,  3.623234e+13,            0,2.359179e-310
  36,   47744144952,    0.01581266,  3.019362e+12,1.799526e-316, 4.26057e-314
  37,    2045263426,    0.01253158,  1.632088e+11,            0,            0
  38,             0,             0,  4.294967e+09,2.693942e-315,            0


0,"Kernel Runtime",7114.202,s
1,"Total Runtime",7114.108,s

"Total",1.844674e+19
"MaxAbsErr",6.95272e-310
"MaxRelErr",6.95272e-310

