   0,          2048,             1,          2048
   1,             0,             0,         36864
   2,          5834,     0.0186185,        313344
   3,          5454,    0.00326359,   1.67117e+06
   4,         54136,    0.00863843,   6.26688e+06
   5,        131468,    0.00749222,   1.75473e+07
   6,        306690,    0.00806674,   3.80191e+07
   7,        512208,     0.0078589,   6.51756e+07
   8,        706052,     0.0078786,   8.96164e+07
   9,        773246,    0.00776556,   9.95738e+07
  10,        693146,    0.00773459,   8.96164e+07
  11,        504660,    0.00774309,   6.51756e+07
  12,        304370,    0.00800572,   3.80191e+07
  13,        129246,    0.00736559,   1.75473e+07
  14,         53412,     0.0085229,   6.26688e+06
  15,          9620,    0.00575645,   1.67117e+06
  16,          2714,    0.00866141,        313344
  17,             0,             0,         36864
  18,             0,             0,          2048


0,"Kernel Runtime",0.0190464,s,4.1943e+06
1,"Total Runtime",0.0203949,s,4.1943e+06
