   0,          4096,             1,          4096
   1,             0,             0,         69632
   2,         12964,     0.0232723,        557056
   3,         97480,     0.0349983,   2.78528e+06
   4,        350862,     0.0359915,   9.74848e+06
   5,        858706,     0.0338793,    2.5346e+07
   6,       1652868,      0.032606,   5.06921e+07
   7,       2545636,     0.0319567,    7.9659e+07
   8,       3130060,     0.0314346,   9.95738e+07
   9,       3070320,     0.0308346,   9.95738e+07
  10,       2411270,     0.0302699,    7.9659e+07
  11,       1508510,     0.0297583,   5.06921e+07
  12,        747694,     0.0294994,    2.5346e+07
  13,        288610,     0.0296056,   9.74848e+06
  14,         82410,     0.0295877,   2.78528e+06
  15,         12618,     0.0226512,        557056
  16,          3112,     0.0446921,         69632
  17,             0,             0,          4096


0,"Kernel Runtime",0.0371531,s,1.67772e+07
1,"Total Runtime",0.0456956,s,1.67772e+07
