   0,           256,             1,           256
   1,             0,             0,          2816
   2,          2568,      0.182386,         14080
   3,          6692,      0.158428,         42240
   4,         11688,      0.138352,         84480
   5,         15002,      0.126843,        118272
   6,         14136,      0.119521,        118272
   7,          9342,      0.110582,         84480
   8,          4268,      0.101042,         42240
   9,          1282,     0.0910511,         14080
  10,           302,      0.107244,          2816
  11,             0,             0,           256


0,"Kernel Runtime",0.000232768,s,65536
1,"Total Runtime",0.00731932,s,65536
