   0,           512,             1,           512
   1,             0,             0,          6656
   2,          4560,      0.114183,         39936
   3,          9180,     0.0626912,        146432
   4,         33666,     0.0919635,        366080
   5,         44028,      0.066816,        658944
   6,         59166,     0.0673418,        878592
   7,         48648,     0.0553704,        878592
   8,         39558,     0.0600324,        658944
   9,         14420,     0.0393903,        366080
  10,          7098,      0.048473,        146432
  11,           684,     0.0171274,         39936
  12,           624,       0.09375,          6656
  13,             0,             0,           512


0,"Kernel Runtime",0.00412109,s,262144
1,"Total Runtime",0.0130634,s,262144
