   0,           256,             1,           256
   1,             0,             0,          3584
   2,             0,             0,         23296
   3,          2042,     0.0219136,         93184
   4,          5474,     0.0213615,        256256
   5,          9362,     0.0182669,        512512
   6,         12852,     0.0167177,        768768
   7,         13612,      0.015493,        878592
   8,         10910,     0.0141915,        768768
   9,          6672,     0.0130182,        512512
  10,          3114,     0.0121519,        256256
  11,          1038,     0.0111393,         93184
  12,           170,    0.00729739,         23296
  13,            34,    0.00948661,          3584
  14,             0,             0,           256


0,"Kernel Runtime",0.00024272,s,65536
1,"Total Runtime",0.00362647,s,65536
