   0,           256,             1,           256
   1,             0,             0,          3840
   2,             0,             0,         26880
   3,          1034,    0.00887706,        116480
   4,          2924,    0.00836767,        349440
   5,          6348,    0.00825737,        768768
   6,         10732,      0.008376,   1.28128e+06
   7,         13294,    0.00806988,   1.64736e+06
   8,         12572,     0.0076316,   1.64736e+06
   9,          9276,    0.00723964,   1.28128e+06
  10,          5478,    0.00712569,        768768
  11,          2646,    0.00757212,        349440
  12,           776,    0.00666209,        116480
  13,           120,    0.00446429,         26880
  14,            80,     0.0208333,          3840
  15,             0,             0,           256


0,"Kernel Runtime",0.000248864,s,65536
1,"Total Runtime",0.00944837,s,65536
