   0,           512,             1,           512
   1,             0,             0,          8192
   2,          1374,     0.0223633,         61440
   3,          1266,    0.00441546,        286720
   4,          8492,    0.00911315,        931840
   5,         17110,    0.00765063,   2.23642e+06
   6,         34506,     0.0084159,    4.1001e+06
   7,         48372,    0.00825844,   5.85728e+06
   8,         52336,     0.0079424,   6.58944e+06
   9,         44478,    0.00759363,   5.85728e+06
  10,         29772,    0.00726129,    4.1001e+06
  11,         14596,    0.00652651,   2.23642e+06
  12,          6576,    0.00705701,        931840
  13,          2208,    0.00770089,        286720
  14,           546,    0.00888672,         61440
  15,             0,             0,          8192
  16,             0,             0,           512


0,"Kernel Runtime",0.00444262,s,262144
1,"Total Runtime",0.00649067,s,262144
