36119|0x17aa7|1|639186
36119|0x17aa7|2|1463477
36119|0x17aa7|3|3182220
36119|0x17aa7|4|6348463
36119|0x117aa7|5|12959322
36119|0x317aa7|6|25857705
36119|0x317aa7|7|51650272
36119|0x317aa7|8|103338632
36119|0x1317aa7|9|206031690
36119|0x1317aa7|10|411636613
36119|0x5317aa7|11|824788887
36119|0xd317aa7|12|1403904940
36119|0x1d317aa7|13|3295837025
36119|0x3d317aa7|14|5414918888
36119|0x7d317aa7|15|10988386750
36119|0xfd317aa7|16|22058369001
36119|0x1fd317aa7|17|44638299671
36119|0x3fd317aa7|18|89792400526
36119|0x3fd317aa7|19|179074059261
36119|0x3fd317aa7|20|358774013871
36119|0x13fd317aa7|21|713267520698
36119|0x13fd317aa7|22|1424741573214
36119|0x53fd317aa7|23|2849300638778
36119|0x53fd317aa7|24|5697451163408
36237|0x7d45|1|587799
36237|0x7d45|2|1414968
36237|0x47d45|3|3154679
36237|0xc7d45|4|6343069
36237|0xc7d45|5|12716338
36237|0x2c7d45|6|25534356
36237|0x2c7d45|7|51325823
36237|0xac7d45|8|102783592
36237|0xac7d45|9|205671416
36237|0xac7d45|10|411398434
36237|0xac7d45|11|823114619
36237|0xac7d45|12|1646398405
36237|0xac7d45|13|2723840809
36237|0x20ac7d45|14|5566179251
36237|0x20ac7d45|15|10880706464
36237|0x20ac7d45|16|21849147801
36237|0x120ac7d45|17|45665062133
36237|0x320ac7d45|18|91144940347
36237|0x320ac7d45|19|178718655089
36237|0xb20ac7d45|20|356931221991
36237|0xb20ac7d45|21|712349812179
36237|0x2b20ac7d45|22|1424218854864
36237|0x6b20ac7d45|23|2848219539678
36237|0x6b20ac7d45|24|5695214968336
36445|0xb5f5|1|641285
36445|0xb5f5|2|1417399
36445|0xb5f5|3|3188725
36445|0xb5f5|4|6363177
36445|0x10b5f5|5|12782645
36445|0x10b5f5|6|25621200
36445|0x10b5f5|7|51439351
36445|0x10b5f5|8|102829932
36445|0x110b5f5|9|205766378
36445|0x110b5f5|10|366300970
36445|0x110b5f5|11|823241055
36445|0x910b5f5|12|1646682430
36445|0x1910b5f5|13|3293566644
36445|0x3910b5f5|14|6154675241
36445|0x3910b5f5|15|10981710955
36445|0x3910b5f5|16|21668384301
36445|0x3910b5f5|17|43134771823
36445|0x3910b5f5|18|89350372992
36445|0x43910b5f5|19|179612921468
36445|0x43910b5f5|20|359042232346
36445|0x143910b5f5|21|715297529431
36445|0x143910b5f5|22|1423958463773
36445|0x143910b5f5|23|2847824255552
36445|0x143910b5f5|24|5695345421263
36591|0x600f|1|589145
36591|0x2600f|2|1440974
36591|0x2600f|3|3139032
36591|0x2600f|4|6371000
36591|0x2600f|5|12739476
36591|0x2600f|6|25685612
36591|0x2600f|7|51368984
36591|0x82600f|8|102854299
36591|0x182600f|9|205712647
36591|0x382600f|10|385501391
36591|0x382600f|11|676947234
36591|0xb82600f|12|1646796468
36591|0x1b82600f|13|2834552656
36591|0x1b82600f|14|5471414452
36591|0x1b82600f|15|10819940023
36591|0x1b82600f|16|21930053263
36591|0x1b82600f|17|44071383545
36591|0x1b82600f|18|88431646049
36591|0x41b82600f|19|177988572626
36591|0xc1b82600f|20|356185056036
36591|0x1c1b82600f|21|712404558001
36591|0x1c1b82600f|22|1424575800862
36591|0x1c1b82600f|23|2846962548955
36591|0x9c1b82600f|24|5693040654965
36787|0xb77b|1|589871
36787|0x2b77b|2|1444256
36787|0x6b77b|3|3147693
36787|0x6b77b|4|6367641
36787|0x16b77b|5|12773028
36787|0x36b77b|6|25734410
36787|0x76b77b|7|51445779
36787|0xf6b77b|8|102937676
36787|0x1f6b77b|9|205883621
36787|0x1f6b77b|10|411783631
36787|0x1f6b77b|11|823545929
36787|0x1f6b77b|12|1420350044
36787|0x11f6b77b|13|3295818649
36787|0x31f6b77b|14|5402543161
36787|0x71f6b77b|15|10781106659
36787|0xf1f6b77b|16|22271531673
36787|0xf1f6b77b|17|45811951069
36787|0x2f1f6b77b|18|91347801818
36787|0x2f1f6b77b|19|178425119055
36787|0xaf1f6b77b|20|355873298630
36787|0x1af1f6b77b|21|711469753798
36787|0x1af1f6b77b|22|1423454210180
36787|0x1af1f6b77b|23|2846177280483
36787|0x1af1f6b77b|24|5693636394712
37193|0x130f9|1|613160
37193|0x130f9|2|1426788
37193|0x530f9|3|3196616
37193|0xd30f9|4|6380218
37193|0xd30f9|5|12830466
37193|0xd30f9|6|25655512
37193|0xd30f9|7|51377301
37193|0x8d30f9|8|102889082
37193|0x18d30f9|9|205972820
37193|0x38d30f9|10|412083689
37193|0x78d30f9|11|706972757
37193|0x78d30f9|12|1419736432
37193|0x78d30f9|13|3297643549
37193|0x278d30f9|14|5441130465
37193|0x678d30f9|15|10964494722
37193|0xe78d30f9|16|21618808474
37193|0x1e78d30f9|17|44441569150
37193|0x3e78d30f9|18|89266602988
37193|0x7e78d30f9|19|178531008394
37193|0xfe78d30f9|20|356544894679
37193|0x1fe78d30f9|21|711825975477
37193|0x1fe78d30f9|22|1423155677825
37193|0x5fe78d30f9|23|2844480684232
37193|0xdfe78d30f9|24|5689840889552
37347|0x13bcb|1|592212
37347|0x33bcb|2|1454856
37347|0x73bcb|3|3165875
37347|0xf3bcb|4|6416322
37347|0xf3bcb|5|12846425
37347|0x2f3bcb|6|25740454
37347|0x6f3bcb|7|51533002
37347|0xef3bcb|8|103178375
37347|0x1ef3bcb|9|206169706
37347|0x1ef3bcb|10|412202856
37347|0x1ef3bcb|11|824621748
37347|0x9ef3bcb|12|1641846077
37347|0x19ef3bcb|13|3298725807
37347|0x19ef3bcb|14|6598011904
37347|0x19ef3bcb|15|10937720001
37347|0x99ef3bcb|16|21944829822
37347|0x199ef3bcb|17|43842257937
37347|0x199ef3bcb|18|91576137628
37347|0x599ef3bcb|19|178063854639
37347|0xd99ef3bcb|20|356169910044
37347|0xd99ef3bcb|21|711065920765
37347|0xd99ef3bcb|22|1422464522404
37347|0x4d99ef3bcb|23|2844761836307
37347|0x4d99ef3bcb|24|5689040532547
37541|0x1052d|1|591180
37541|0x1052d|2|1431423
37541|0x5052d|3|3031002
37541|0x5052d|4|6270635
37541|0x15052d|5|12713406
37541|0x15052d|6|25638141
37541|0x15052d|7|51422897
37541|0x95052d|8|102981413
37541|0x195052d|9|206047924
37541|0x395052d|10|340886776
37541|0x795052d|11|824812546
37541|0x795052d|12|1649831620
37541|0x795052d|13|2738633540
37541|0x2795052d|14|5534898441
37541|0x2795052d|15|10819043415
37541|0xa795052d|16|21852929004
37541|0x1a795052d|17|43928485556
37541|0x1a795052d|18|88501570988
37541|0x5a795052d|19|178855289730
37541|0xda795052d|20|357739593498
37541|0xda795052d|21|711195359359
37541|0x2da795052d|22|1421656666497
37541|0x2da795052d|23|2843332929287
37541|0x2da795052d|24|5686633420806
37703|0x12677|1|592002
37703|0x12677|2|1433761
37703|0x12677|3|3049195
37703|0x92677|4|6254587
37703|0x92677|5|12760173
37703|0x292677|6|25624896
37703|0x292677|7|51501437
37703|0xa92677|8|103001582
37703|0xa92677|9|206085337
37703|0xa92677|10|412223591
37703|0xa92677|11|824718773
37703|0xa92677|12|1649818666
37703|0x10a92677|13|2938513329
37703|0x10a92677|14|5451049499
37703|0x50a92677|15|11049510370
37703|0xd0a92677|16|21956178956
37703|0x1d0a92677|17|44268668911
37703|0x3d0a92677|18|88860622542
37703|0x3d0a92677|19|179179333581
37703|0x3d0a92677|20|355434269193
37703|0x3d0a92677|21|711101661729
37703|0x23d0a92677|22|1421990824370
37703|0x63d0a92677|23|2843506979894
37703|0xe3d0a92677|24|5684993995001
38091|0x30e3|1|585809
38091|0x230e3|2|1438493
38091|0x230e3|3|3056069
38091|0x230e3|4|6307122
38091|0x230e3|5|12763355
38091|0x230e3|6|25752664
38091|0x230e3|7|51544624
38091|0x230e3|8|103099653
38091|0x230e3|9|206299035
38091|0x20230e3|10|412554284
38091|0x60230e3|11|825447070
38091|0xe0230e3|12|1651067946
38091|0xe0230e3|13|2877238088
38091|0x2e0230e3|14|5531787986
38091|0x6e0230e3|15|11145507275
38091|0xee0230e3|16|21734765211
38091|0xee0230e3|17|45814124380
38091|0x2ee0230e3|18|89253932584
38091|0x6ee0230e3|19|178084176453
38091|0xeee0230e3|20|355546392239
38091|0x1eee0230e3|21|710553854966
38091|0x3eee0230e3|22|1422568073738
38091|0x3eee0230e3|23|2842458674141
38091|0xbeee0230e3|24|5682709152951
38281|0x70b9|1|595415
38281|0x70b9|2|1466561
38281|0x70b9|3|3064686
38281|0x870b9|4|6288818
38281|0x870b9|5|12811918
38281|0x2870b9|6|21038215
38281|0x6870b9|7|51426568
38281|0xe870b9|8|103145249
38281|0xe870b9|9|206338812
38281|0x2e870b9|10|412784749
38281|0x2e870b9|11|825880943
38281|0xae870b9|12|1446875859
38281|0xae870b9|13|3303600813
38281|0x2ae870b9|14|5403650878
38281|0x6ae870b9|15|10995844727
38281|0xeae870b9|16|21744665276
38281|0x1eae870b9|17|44547762895
38281|0x1eae870b9|18|88935840508
38281|0x1eae870b9|19|178681444957
38281|0x1eae870b9|20|354865473244
38281|0x1eae870b9|21|709874065743
38281|0x1eae870b9|22|1420504397800
38281|0x41eae870b9|23|2840645616799
38281|0x41eae870b9|24|5681607057530
38449|0x102d1|1|591044
38449|0x102d1|2|1442947
38449|0x102d1|3|3059071
38449|0x902d1|4|6318820
38449|0x902d1|5|12838702
38449|0x2902d1|6|25700332
38449|0x2902d1|7|51593272
38449|0xa902d1|8|103198053
38449|0xa902d1|9|206383872
38449|0xa902d1|10|412905268
38449|0xa902d1|11|718129915
38449|0x8a902d1|12|1652288446
38449|0x18a902d1|13|3303960631
38449|0x18a902d1|14|6609170169
38449|0x58a902d1|15|11368439009
38449|0x58a902d1|16|23384371754
38449|0x58a902d1|17|43580784113
38449|0x58a902d1|18|89790702847
38449|0x458a902d1|19|177350050246
38449|0xc58a902d1|20|355016135550
38449|0x1c58a902d1|21|710674586327
38449|0x3c58a902d1|22|1420954971706
38449|0x3c58a902d1|23|2840784147780
38449|0xbc58a902d1|24|5679102434056
38637|0x136e5|1|613275
38637|0x336e5|2|1445496
38637|0x736e5|3|3064303
38637|0xf36e5|4|6319048
38637|0xf36e5|5|12859999
38637|0xf36e5|6|25757899
38637|0x4f36e5|7|51534894
38637|0xcf36e5|8|103201079
38637|0xcf36e5|9|206487057
