   0,          1024,             1,          1024
   1,             0,             0,         16384
   2,             0,             0,        122880
   3,         10156,     0.0177107,        573440
   4,         36012,     0.0193231,   1.86368e+06
   5,         78220,     0.0174878,   4.47283e+06
   6,        133828,     0.0163201,   8.20019e+06
   7,        186090,     0.0158854,   1.17146e+07
   8,        205274,      0.015576,   1.31789e+07
   9,        176642,     0.0150788,   1.17146e+07
  10,        120200,     0.0146582,   8.20019e+06
  11,         65086,     0.0145514,   4.47283e+06
  12,         26676,     0.0143136,   1.86368e+06
  13,          7376,     0.0128627,        573440
  14,          1666,     0.0135579,        122880
  15,           326,     0.0198975,         16384
  16,             0,             0,          1024


0,"Kernel Runtime",0.00914506,s,1.04858e+06
1,"Total Runtime",0.0170418,s,1.04858e+06
