   0,           512,             1,           512
   1,          4608,             1,          4608
   2,         18432,             1,         18432
   3,         43008,             1,         43008
   4,         64512,             1,         64512
   5,         64512,             1,         64512
   6,         43008,             1,         43008
   7,         18432,             1,         18432
   8,          4608,             1,          4608
   9,           512,             1,           512


0,"Kernel Runtime",0.0035872,s,261632
1,"Total Runtime",0.00440552,s,261632
