   0,         65536,             1,         65536
   1,             0,             0,   1.50733e+06
   2,        976672,     0.0589045,   1.65806e+07
   3,       1809632,     0.0155916,   1.16064e+08
   4,       9405416,     0.0162073,   5.80321e+08
   5,      24710876,     0.0112056,   2.20522e+09
   6,      72480014,     0.0109558,   6.61566e+09
   7,     168304416,     0.0104754,   1.60666e+10
   8,     324110954,     0.0100865,   3.21332e+10
   9,     505472054,    0.00943831,   5.35554e+10
  10,     662195332,    0.00883192,   7.49775e+10
  11,     718032992,    0.00810332,   8.86098e+10
  12,     664018572,    0.00749374,   8.86098e+10
  13,     511374688,    0.00682037,   7.49775e+10
  14,     334988262,    0.00625499,   5.35554e+10
  15,     179771832,    0.00559458,   3.21332e+10
  16,      79844818,    0.00496961,   1.60666e+10
  17,      27844126,    0.00420882,   6.61566e+09
  18,       7841864,    0.00355604,   2.20522e+09
  19,       1301784,    0.00224321,   5.80321e+08
  20,        405840,    0.00349668,   1.16064e+08
  21,          7616,   0.000459332,   1.65806e+07
  22,          4000,     0.0026537,   1.50733e+06
  23,             0,             0,         65536


0,"Kernel Runtime",0.615508,s
1,"Total Runtime",0.616347,s

"Total",4.29497e+09

