   0,           256,             1,           256
   1,             0,             0,          3840
   2,             0,             0,         26880
   3,           658,    0.00564904,        116480
   4,          3968,     0.0113553,        349440
   5,          6566,    0.00854094,        768768
   6,         11546,     0.0090113,   1.28128e+06
   7,         12538,    0.00761097,   1.64736e+06
   8,         12796,    0.00776758,   1.64736e+06
   9,          8644,    0.00674638,   1.28128e+06
  10,          5556,    0.00722715,        768768
  11,          1942,    0.00555746,        349440
  12,           958,    0.00822459,        116480
  13,           108,    0.00401786,         26880
  14,             0,             0,          3840
  15,             0,             0,           256


0,"Kernel Runtime",0.000241312,s,65536
1,"Total Runtime",0.00244948,s,65536
