   0,          1024,             1,          1024
   1,             0,             0,         17408
   2,             0,             0,        139264
   3,          5572,    0.00800207,        696320
   4,         32668,     0.0134043,   2.43712e+06
   5,         62264,    0.00982623,   6.33651e+06
   6,        124276,    0.00980634,    1.2673e+07
   7,        171086,    0.00859092,   1.99148e+07
   8,        205956,     0.0082735,   2.48934e+07
   9,        181262,    0.00728152,   2.48934e+07
  10,        139506,    0.00700516,   1.99148e+07
  11,         73984,    0.00583791,    1.2673e+07
  12,         37716,    0.00595217,   6.33651e+06
  13,          9070,    0.00372161,   2.43712e+06
  14,          3876,    0.00556641,        696320
  15,           242,    0.00173771,        139264
  16,            74,    0.00425092,         17408
  17,             0,             0,          1024


0,"Kernel Runtime",0.00926976,s,1.04858e+06
1,"Total Runtime",0.0118372,s,1.04858e+06
