   0,           256,             1,           256
   1,             0,             0,          3328
   2,          1500,     0.0751202,         19968
   3,          2298,     0.0313866,         73216
   4,          6940,     0.0379152,        183040
   5,         12722,     0.0386133,        329472
   6,         15430,     0.0351244,        439296
   7,         12562,     0.0285958,        439296
   8,          8366,     0.0253921,        329472
   9,          3848,     0.0210227,        183040
  10,          1158,     0.0158162,         73216
  11,           456,     0.0228365,         19968
  12,             0,             0,          3328
  13,             0,             0,           256


0,"Kernel Runtime",0.00023776,s,65536
1,"Total Runtime",0.00933653,s,65536
