   0,         65536,             1,         65536
   1,             0,             0,   1.50733e+06
   2,             0,             0,   1.65806e+07
   3,       1064154,    0.00916866,   1.16064e+08
   4,       5120958,    0.00882435,   5.80321e+08
   5,      18857328,    0.00855122,   2.20522e+09
   6,      55947680,    0.00845685,   6.61566e+09
   7,     133221750,    0.00829184,   1.60666e+10
   8,     261496462,    0.00813789,   3.21332e+10
   9,     429632676,    0.00802222,   5.35554e+10
  10,     594065820,    0.00792325,   7.49775e+10
  11,     693723480,    0.00782897,   8.86098e+10
  12,     686034224,    0.00774219,   8.86098e+10
  13,     574802388,    0.00766633,   7.49775e+10
  14,     407060574,    0.00760074,   5.35554e+10
  15,     242462610,    0.00754554,   3.21332e+10
  16,     120527174,    0.00750172,   1.60666e+10
  17,      49318654,    0.00745483,   6.61566e+09
  18,      16261278,    0.00737399,   2.20522e+09
  19,       4265946,    0.00735101,   5.80321e+08
  20,        906254,    0.00780821,   1.16064e+08
  21,        132350,    0.00798222,   1.65806e+07
  22,             0,             0,   1.50733e+06
  23,             0,             0,         65536


0,"Kernel Runtime",0.672964,s
1,"Total Runtime",0.67381,s

"Total",4.29497e+09

