   0,          1024,             1,          1024
   1,             0,             0,         14336
   2,         11070,      0.118797,         93184
   3,         24046,     0.0645121,        372736
   4,         95004,     0.0926847,   1.02502e+06
   5,        142440,     0.0694813,   2.05005e+06
   6,        215016,     0.0699223,   3.07507e+06
   7,        211158,     0.0600842,   3.51437e+06
   8,        182418,     0.0593215,   3.07507e+06
   9,         97396,     0.0475091,   2.05005e+06
  10,         52452,     0.0511715,   1.02502e+06
  11,         11160,     0.0299408,        372736
  12,          5392,      0.057864,         93184
  13,             0,             0,         14336
  14,             0,             0,          1024


0,"Kernel Runtime",0.00856723,s,1.04858e+06
1,"Total Runtime",0.0115027,s,1.04858e+06
