   0,           256,             1,           256
   1,             0,             0,          3840
   2,           558,     0.0207589,         26880
   3,           506,    0.00434409,        116480
   4,          3018,    0.00863668,        349440
   5,          5890,    0.00766161,        768768
   6,         10612,    0.00828234,   1.28128e+06
   7,         13930,    0.00845595,   1.64736e+06
   8,         12578,    0.00763525,   1.64736e+06
   9,          9698,    0.00756899,   1.28128e+06
  10,          5182,    0.00674066,        768768
  11,          2168,    0.00620421,        349440
  12,           764,    0.00655907,        116480
  13,           376,     0.0139881,         26880
  14,             0,             0,          3840
  15,             0,             0,           256


0,"Kernel Runtime",0.000246464,s,65536
1,"Total Runtime",0.00830224,s,65536
