   0,      16777216,             1,   1.67772e+07
   1,             0,             0,   5.03316e+08
   2,      46046984,    0.00630946,   7.29809e+09
   3,     651586130,     0.0095659,   6.81155e+10
   4,    4563326048,    0.00992503,    4.5978e+11
   5,   22591766362,    0.00944925,   2.39085e+12
   6,   90892245704,    0.00912399,   9.96189e+12
   7,  302441346036,    0.00885495,   3.41551e+13
   8,  844059080768,    0.00859568,   9.81958e+13
   9, 2002794710018,    0.00834379,   2.40034e+14
  10, 4083231072942,     0.0081005,   5.04072e+14
  11, 7209057421032,    0.00786591,   9.16494e+14
  12,11085587527842,    0.00763936,   1.45112e+15
  13,14908381916580,    0.00741992,   2.00924e+15
  14,17583342076444,    0.00720692,   2.43979e+15
  15,18216813441708,     0.0069999,   2.60244e+15
  16,16587043322320,    0.00679856,   2.43979e+15
  17,13266374430828,    0.00660269,   2.00924e+15
  18, 9304919456114,    0.00641225,   1.45112e+15
  19, 5707240784736,    0.00622725,   9.16494e+14
  20, 3048482445268,    0.00604772,   5.04072e+14
  21, 1409917991938,    0.00587382,   2.40034e+14
  22,  560378064888,    0.00570674,   9.81958e+13
  23,  189526921004,    0.00554902,   3.41551e+13
  24,   53776667138,    0.00539824,   9.96189e+12
  25,   12504004002,    0.00522993,   2.39085e+12
  26,    2323884152,    0.00505434,    4.5978e+11
  27,     370509844,    0.00543944,   6.81155e+10
  28,      34234642,    0.00469091,   7.29809e+09
  29,             0,             0,   5.03316e+08
  30,             0,             0,   1.67772e+07


0,"Kernel Runtime",3057.06,s,1.26497e+14
1,"Total Runtime",20723.5,s,1.26497e+14
