   0,          2048,             1,          2048
   1,             0,             0,         32768
   2,          6048,     0.0246094,        245760
   3,         52396,     0.0456857,   1.14688e+06
   4,        155424,     0.0416981,   3.72736e+06
   5,        333818,     0.0373162,   8.94566e+06
   6,        574620,      0.035037,   1.64004e+07
   7,        777544,     0.0331871,   2.34291e+07
   8,        820306,      0.031122,   2.63578e+07
   9,        679148,     0.0289873,   2.34291e+07
  10,        446484,      0.027224,   1.64004e+07
  11,        229652,     0.0256719,   8.94566e+06
  12,         86582,     0.0232288,   3.72736e+06
  13,         23984,     0.0209124,   1.14688e+06
  14,          5712,     0.0232422,        245760
  15,           538,     0.0164185,         32768
  16,             0,             0,          2048


0,"Kernel Runtime",0.0177775,s,4.1943e+06
1,"Total Runtime",0.0213742,s,4.1943e+06
