   0,          1024,             1,          1024
   1,             0,             0,         13312
   2,         15380,      0.192558,         79872
   3,         47550,      0.162362,        292864
   4,        106560,      0.145542,        732160
   5,        179478,      0.136186,   1.31789e+06
   6,        226780,      0.129059,   1.75718e+06
   7,        209720,       0.11935,   1.75718e+06
   8,        147300,       0.11177,   1.31789e+06
   9,         76910,      0.105045,        732160
  10,         30404,      0.103816,        292864
  11,          5630,     0.0704878,         79872
  12,          1840,      0.138221,         13312
  13,             0,             0,          1024


0,"Kernel Runtime",0.00830384,s,1.04858e+06
1,"Total Runtime",0.017038,s,1.04858e+06
